TAC_AREA_ID,PNODE_ID,DESCRIPTION,COMMENTS,EFF_START_DT,EFF_END_DT,EFF_START_DT_GMT,EFF_END_DT_GMT
TAC_PAC,DOBBISLR_GNODE1,TAC_PAC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,OASISC1_7_N003,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,INDIGOG1_7_B1,TAC_ECNTR,,2022-01-14T00:00:00,2030-12-31T23:59:59,2022-01-14T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,MILPITAS_1_N008,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,SPI-QUCY_7_N002,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,SMYRNA2_1_N009,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,PLSNTGR_6_N013,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,Q526C2_7_N006,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_LADWP,INTGS_3_PP_ANAGNODE,TAC_LADWP,,2022-03-25T00:00:00,2030-12-31T23:59:59,2022-03-25T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,GARNET_7_N014,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,VACADIX_1_N085,TAC_NORTH,,2021-08-01T00:00:00,2030-12-31T23:59:59,2021-08-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,ELNIDBIO_6_N001,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PAC,PENSTOCK_NODET,TAC_PAC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_SOUTH,PIOPICO1_7_N001,TAC_SOUTH,,2022-07-20T00:00:00,2030-12-31T23:59:59,2022-07-20T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,TOT135G1_7_N001,TAC_ECNTR,,2022-03-24T00:00:00,2030-12-31T23:59:59,2022-03-24T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_AZPS,FC_3_FCST4_PNMGNODE,TAC_AZPS,,2020-10-27T00:00:00,2030-12-31T23:59:59,2020-10-27T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,RVRBANK_1_N010,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,LBEACH1G_7_N001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,VILLAPK_6_N005,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,DAWNLS_7_N001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,LAPLMG3_7_B2,TAC_NORTH,,2022-08-17T00:00:00,2030-12-31T23:59:59,2022-08-17T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,WISE2_7_B1,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,VICTOR_7_GN001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_TIDC,WALNUTGT_6_UNIT1GNODE,TAC_TIDC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,VENWIND_1_N103,TAC_ECNTR,,2020-04-15T00:00:00,2030-12-31T23:59:59,2020-04-15T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,DELTAPMP_2_N008,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,SLYCREEK_7_B1,TAC_NORTH,,2022-05-18T00:00:00,2030-12-31T23:59:59,2022-05-18T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,SANLUIS6_7_B3,TAC_NORTH,,2018-02-22T00:00:00,2030-12-31T23:59:59,2018-02-22T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NEVP,SV WIND_GNODEIT,TAC_NEVP,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,LUZ9G_7_B1,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_SOUTH,LKHODG2_7_N002,TAC_SOUTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,SYLMARLA_2_N501,TAC_ECNTR,,2022-06-06T00:00:00,2030-12-31T23:59:59,2022-06-06T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,NARROWS1_7_B1,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_AZPS,BZ_GNODETRPG,TAC_AZPS,,2020-01-17T00:00:00,2030-12-31T23:59:59,2020-01-17T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,SUNGEN5G_7_N001,TAC_ECNTR,,2019-11-01T00:00:00,2030-12-31T23:59:59,2019-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,HI5_7_N002,TAC_ECNTR,,2022-03-03T00:00:00,2030-12-31T23:59:59,2022-03-03T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,SUISUN_1_N010,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,VALLEYSC_1_N108,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_TIDC,DPEDRO_6_N1,TAC_TIDC,,2022-07-25T00:00:00,2030-12-31T23:59:59,2022-07-25T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,CSCCOG_6_N001,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PAC,DALREED_NODEO,TAC_PAC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,Q482_7_N001,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,SPRNGGP_7_B1,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,VOLTA_6_N010,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PAC,GRACE_NODE4,TAC_PAC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_TIDC,ALMOND2_1_UNIT2GNODE,TAC_TIDC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,LNCSTRC1_7_N002,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PNM,TOME_1_RIODELOROPVGNODE,TAC_PNM,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,LEMORSLR_7_N003,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,VERNON_6_N005,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PAC,ONEIDA_NODE3,TAC_PAC,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,DELAMO_2_N072,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,GARBT1GN_7_N001,TAC_ECNTR,,2022-03-25T00:00:00,2030-12-31T23:59:59,2022-03-25T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,HIGGINS_1_N007,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,TOPAZC1_7_N021,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,SPRINGVL_6_N006,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,TEHAPI1_6_N003,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,AVENGEN_7_N002,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_AVA,MIDCGCPD_2_AVAGNODE,TAC_AVA,,2022-04-18T00:00:00,2030-12-31T23:59:59,2022-04-18T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,LNGBATGN_7_N001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PNM,TA3_7_CGTGGNODE,TAC_PNM,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,Q1032C2_7_N003,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,PEARBLSM_2_N020,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,ETIWANDA_6_N023,TAC_ECNTR,,2022-07-11T00:00:00,2030-12-31T23:59:59,2022-07-11T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NEVP,DODGEFLT_3_BESS_UNITGNODE,TAC_NEVP,,2022-06-06T00:00:00,2030-12-31T23:59:59,2022-06-06T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,CICCOGN_7_N002,TAC_NORTH,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_IPCO,JBRG_IPC_GNODERE4,TAC_IPCO,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,FREC_7_B1,TAC_NORTH,,2022-06-01T00:00:00,2030-12-31T23:59:59,2022-06-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,ALMASL_7_GUS7N,TAC_ECNTR,,2022-02-24T00:00:00,2030-12-31T23:59:59,2022-02-24T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_AVA,MONROEST_1_1GNODE,TAC_AVA,,2022-03-02T00:00:00,2030-12-31T23:59:59,2022-03-02T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,WRGHTPP_6_N002,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,PADUA_6_N009,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,SGSGNS3_7_N001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_IPCO,JBRG_IPC_GNODERE1,TAC_IPCO,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,TOT162E1_6_GN001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,BCKSCRK_2_N004,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,LITLRKC1_7_N003,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,EDMONSTN_2_N023,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_SOUTH,MISSION_2_N035,TAC_SOUTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,LOWGAP1_1_N004,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,BROOKGEN_7_N002,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,PORTRDGB_7_N008,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,4C687C2_7_N001,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,COLGATE1_7_B1,TAC_NORTH,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_NORTH,CNTRVL12_7_N002,TAC_NORTH,,2021-07-01T00:00:00,2030-12-31T23:59:59,2021-07-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,TOT427A_7_N001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,VSTA_1_GN001,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_LADWP,GONDER_2_N501,TAC_LADWP,,2021-04-30T00:00:00,2030-12-31T23:59:59,2021-04-30T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,FLOWIND_6_N003,TAC_ECNTR,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,EISENHOW_1_N038,TAC_ECNTR,,2022-01-24T00:00:00,2030-12-31T23:59:59,2022-01-24T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_ECNTR,CLEARGEN_6_N005,TAC_ECNTR,,2017-11-01T00:00:00,2030-12-31T23:59:59,2017-11-01T07:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_SCL,BNDRYSCL_2_GEN54GNODE,TAC_SCL,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
TAC_PNM,ARRIBA_1_SANMIGUEL2PVGNODE,TAC_PNM,,2022-01-01T00:00:00,2030-12-31T23:59:59,2022-01-01T08:00:00-00:00,2031-01-01T07:59:59-00:00
